GameName,Price,Rating,UserCounts,ConsoleCounts,CostCategory
DiRT Showdown,39,4.1600000000000001,23,23,Average
Dirty Pigskin Football,32,3.25,22,22,Average
Disc,44,4.5800000000000001,69,69,Average
Disciples III - Renaissance Steam Special Edition,42,4.6299999999999999,21,21,Average
Disciples of Steel,40,4.2000000000000002,29,29,Average
Discovery: In the Steps of Columbus,43,3.5699999999999998,23,23,Average
Discs Of Tron,41,3.3399999999999999,21,21,Average
Discworld II: Mortality Bytes!,41,3.7000000000000002,24,24,Average
Dishonored,41,4.54,13,13,Average
Disk Station #0,37,2.9399999999999999,19,19,Average
Disney Bolt,43,4.2000000000000002,27,27,Average
Disney Epic Mickey 2: The Power of Two,35,3.6200000000000001,25,25,Average
Disney Sing It,42,3.46,25,25,Average
Disney Sports Snowboarding,43,4.46,22,22,Average
Disney/Pixar A Bug's Life,43,4.0899999999999999,27,27,Average
Disney/Pixar Toy Story Racer,40,3.4700000000000002,21,21,Average
Disney's 102 Dalmatians: Puppies to the Rescue,44,4.6500000000000004,25,25,Average
Disney's Atlantis: The Lost Empire,38,4.4400000000000004,26,26,Average
Disney's Darkwing Duck,38,4.54,25,25,Average
Disney's TaleSpin,44,4.0599999999999996,23,23,Average
Disney's Toy Story,42,4.7199999999999998,18,18,Average
Disposable Hero,37,3.4100000000000001,25,25,Average
Ditto Leapfrog,39,3.8900000000000001,24,24,Average
Diving Corsola,44,4.2000000000000002,24,24,Average
Divinity II: The Dragon Knight Saga,37,2.96,27,27,Average
Dixons' Premier Collection,38,4.4100000000000001,25,25,Average
Dizzy: The Ultimate Cartoon Adventure,36,4,42,42,Average
DJ Max Portable,35,4.25,26,26,Average
DK: King of Swing,32,4.21,23,23,Average
Do Re Mi Fantasy: Milon no DokiDoki Daibouken,41,3.96,16,16,Average
Doc the Destroyer,41,3.4100000000000001,54,54,Average
Doctor What!,34,3.6400000000000001,21,21,Average
Dodge City,43,3.1200000000000001,44,44,Average
Dodgem,35,4.2000000000000002,24,24,Average
DoDonPachi Dai-Ou-Jou,43,4.04,24,24,Average
Dog Fight,33,4.1900000000000004,16,16,Average
Dog Patch,36,3.3399999999999999,15,15,Average
Dog-Fight,41,3.6600000000000001,24,24,Average
Dogou Souken,32,3.46,15,15,Average
Dogs of War,37,3.2799999999999998,46,46,Average
Dokaben,42,4.54,18,18,Average
Dokapon,39,3.3399999999999999,25,25,Average
Doki Doki Idol Star Seeker,43,4.0599999999999996,26,26,Average
Dominator,38,4,69,69,Average
Domino Block,41,4.4400000000000004,18,18,Average
Domokun no Fushigi Terebi,38,4.5300000000000002,24,24,Average
Don Doko Don,44,3.04,46,46,Average
Don Doko Don 2,35,4.1200000000000001,17,17,Average
Don Quijote de la Mancha,41,3.6800000000000002,14,14,Average
Donald Duck: Quack Attack,35,4.0499999999999998,34,34,Average
Donald Duck's Playground,31,3.75,72,72,Average
Dondra: A New Beginning,34,4.2800000000000002,19,19,Average
Donkey King,43,3.7999999999999998,46,46,Average
Donkey Kong Classics,38,5,25,25,Average
Donkey Kong Junior,42.5,3.5449999999999999,100,100,Average
Donkey Kong Junior Math,39,2.6600000000000001,25,25,Average
Don't Buy This,44,3.8900000000000001,22,22,Average
Doodle Bug: Bug Bash 2,40,4.1600000000000001,52,52,Average
Doofus,30,4.3600000000000003,17,17,Average
DOOM,44,3.7050000000000001,47,47,Average
DOOM 3 BFG Edition,39,3.75,26,26,Average
Doom 64,44,3.8399999999999999,18,18,Average
DOOM II,42,4.3799999999999999,24,24,Average
Doom Rails,41,3,23,23,Average
DOOM³,44,3.6099999999999999,20,20,Average
DOOM³: Resurrection of Evil,42,4.1299999999999999,17,17,Average
Doshin the Giant,43,4.4100000000000001,19,19,Average
Dossun! Gasenki Battle,41,3.9100000000000001,22,22,Average
Double Axle,40,3.6000000000000001,23,23,Average
Double Challenge,34,4.0599999999999996,23,23,Average
Double Cheese,38,3.96,24,24,Average
Double Dragon 3 - The Rosetta Stone,41,2.8599999999999999,84,84,Average
Double Dragon II - The Revenge,40,2.7999999999999998,92,92,Average
Double Dragon III: The Sacred Stones,40,3.8900000000000001,38,38,Average
Double Dribble,40,3.6400000000000001,66,66,Average
Double Dribble: 5 on 5,39,4.25,20,20,Average
Double Hawk,42,3.6800000000000002,23,23,Average
Double Moon Densetsu,40,3.25,22,22,Average
Double Play,35,3.6099999999999999,16,16,Average
Double Take,41,3.7799999999999998,40,40,Average
Double Wings,43,3.4900000000000002,25,25,Average
Doubutsu no Mori,44,4.3799999999999999,20,20,Average
Downhill Bikers,40,4.2000000000000002,22,22,Average
Downhill Challenge,39,4,88,88,Average
DownTown / Mokugeki,37,4.3799999999999999,19,19,Average
Downtown Nekketsu Baseball Monogatari: Baseball de Shoufuda! Kunio-kun,40,3.5,23,23,Average
Downtown Nekketsu Koushinkyoku - Soreyuke Daiundoukai,42,3.2000000000000002,21,21,Average
Dr. Chaos,40,4.1200000000000001,27,27,Average
Dr. Doom's Revenge,42,4.54,78,78,Average
Dr. Franken,42,4.1200000000000001,17,17,Average
Dr. J and Larry Bird Go One-on-One,38,4.0499999999999998,30,30,Average
Dr. Jekyll and Mr. Hyde,39,3.9300000000000002,27,27,Average
Dr. Mario & Puzzle League,42,3.75,23,23,Average
Dr. Mario 64,34,5,20,20,Average
Dr. Robotnik's Mean Bean Machine,36,2.7999999999999998,23,23,Average
Dr. Seuss' The Cat in the Hat,42,3.75,42,42,Average
Dr. Sudoku,37,3,23,23,Average
Dr. Who,40,5,23,23,Average
Draconus: Cult of the Wyrm,43,3.2799999999999998,26,26,Average
Dracula,35,3.7999999999999998,18,18,Average
Dracula Origin,43,3.8199999999999998,21,21,Average
Dracula the Undead,30,4.0899999999999999,25,25,Average
Dracula: The Last Sanctuary,43,4.3499999999999996,25,25,Average
Dracula: The Resurrection,42,3.5,22,22,Average
Drag Race,38,3.6000000000000001,44,44,Average
Dragon Ball Z: Ultimate Battle 22,44,4.5300000000000002,25,25,Average
Dragon Bowl,43,3.46,23,23,Average
Dragon Breed,41,3.9399999999999999,125,125,Average
Dragon Buster,32,3.5299999999999998,32,32,Average
Dragon Buster II: Yami no Fuuin,44,4,27,27,Average
Dragon Chronicles,43,4.2199999999999998,24,24,Average
Dragon Crystal,44,3.1000000000000001,26,26,Average
Dragon Fire,38,3.9300000000000002,64,64,Average
Dragon Gun,35,3.8599999999999999,20,20,Average
Dragon Lore: The Legend Begins,39,4.54,25,25,Average
Dragon Master,34,4.0499999999999998,19,19,Average
Dragon Quest V: Tenkuu no Hanayome,40,3.3399999999999999,17,17,Average
Dragon Quiz,43,3.75,24,24,Average
Dragon Saber,40,4.5300000000000002,20,20,Average
Dragon Saber: After Story of Dragon Spirit,43,3.6000000000000001,22,22,Average
Dragon Seeds,41,4.1399999999999997,23,23,Average
Dragon Slayer,43,3.3999999999999999,19,19,Average
Dragon Slayer: The Legend of Heroes,44,2.8399999999999999,72,72,Average
Dragon Slayer: The Legend of Heroes 2,37,3.5099999999999998,44,44,Average
Dragon Spirit,36,3,72,72,Average
Dragon Tiles,38,2.8599999999999999,22,22,Average
Dragon Valor,42,4,24,24,Average
Dragon Warrior,40,3.5699999999999998,44,44,Average
Dragon Warrior 4,39,3.7200000000000002,27,27,Average
Dragon Warrior Monsters,39,3.2799999999999998,15,15,Average
Dragon Warrior Monsters 2: Cobi's Journey,39,3.48,27,27,Average
Dragon Warrior Monsters 2: Tara's Adventure,42,3.1000000000000001,21,21,Average
Dragon World,43,3.7000000000000002,42,42,Average
Dragon World 3,37,3.0600000000000001,17,17,Average
Dragonball,36,3.7000000000000002,24,24,Average
Dragonball Z,37,3.5699999999999998,21,21,Average
Dragonball Z 2 - Super Battle,41,3.5699999999999998,25,25,Average
Dragonball Z Gaiden: Saiyajin Zetsumetsu Keikaku,37,2.7200000000000002,18,18,Average
Dragonball Z: Budokai,35,3.27,40,40,Average
Dragonball Z: Budokai 2,44,3.3399999999999999,44,44,Average
Dragonball Z: Buu's Fury,41,4.0899999999999999,20,20,Average
Dragonball Z: Idainaru Goku Densetsu,44,3.75,22,22,Average
Dragonball Z: Kyoushuu! Saiyajin,35,4.3799999999999999,20,20,Average
Dragonball Z: Legacy of Goku 2,39,3.8399999999999999,20,20,Average
Dragonball Z: Sagas,42,4.1600000000000001,60,60,Average
Dragonball Z: Shin Budokai - Another Road,41,3.75,21,21,Average
Dragonball Z: Shinbutohden,42,4.0599999999999996,17,17,Average
Dragonball Z: Supersonic Warriors,33,2.71,22,22,Average
Dragonball Z: Taiketsu,44,3.6400000000000001,24,24,Average
Dragonball Z: The Legacy of Goku,31,4.0999999999999996,21,21,Average
Dragonfire,42,4.2599999999999998,81,81,Average
Dragonriders: Chronicles of Pern,43,3.8399999999999999,19,19,Average
Dragon's Fury,44,3.5299999999999998,26,26,Average
Dragon's Keep,42,3.04,63,63,Average
Dragon's Lair,38,4.6500000000000004,207,207,Average
Dragon's Lair - The Legend,42,2.3399999999999999,21,21,Average
Dragon's Lair 2: Escape from Singe's Castle,42,4.2300000000000004,52,52,Average
Dragon's Lair 3: The Curse of Mordread,39,4.4400000000000004,48,48,Average
Dragon's Lair 3D: Return to the Lair,35,4.1200000000000001,40,40,Average
Dragon's Lair II: Escape from Singe's Castle,43,3.6400000000000001,46,46,Average
Dragonstomper,40,4,21,21,Average
Dragonworld,43,3.8900000000000001,24,24,Average
Dragoon Might,41,3.75,21,21,Average
Dragster,40,4.2800000000000002,15,15,Average
Drakkar,35,3.5699999999999998,69,69,Average
Drakkhen,43,4.1600000000000001,57,57,Average
Drakton,38,4.0300000000000002,20,20,Average
Draw 80 Poker,41,3.8700000000000001,25,25,Average
Draw 80 Poker - Minn,33,3.5,22,22,Average
Draw Poker Joker's Wild,40,4.8200000000000003,19,19,Average
Drawn: The Painted Tower,38,4,24,24,Average
Drazen Petrovic Basket,36,3.6400000000000001,84,84,Average
Dreadnaught Factor,44,3.75,46,46,Average
Dreadnoughts,43,3.8900000000000001,42,42,Average
Dream 9 Final,42,3.5699999999999998,24,24,Average
Dream Eater,39,3.3999999999999999,16,16,Average
Dream Mix TV World Fighters,33,3.8900000000000001,52,52,Average
Dream Shopper,42,3.6400000000000001,25,25,Average
Dream Soccer '94,43,3.4300000000000002,15,15,Average
Dream Warrior,42,3.8500000000000001,54,54,Average
Dream Zone,33,3.75,23,23,Average
Dreamkiller,44,4.7599999999999998,50,50,Average
DreamWorks Kartz,40,4.04,21,21,Average
Drelbs,36,3.96,38,38,Average
Drews Revenge,36,4,25,25,Average
Dribbling,42,2.7200000000000002,40,40,Average
Drift Out,44,3.75,24,24,Average
Drift Out '94 - The Hard Order,39,3.8399999999999999,21,21,Average
Driv3r,41,3.9700000000000002,44,44,Average
Drive Out,44,5,23,23,Average
Driven,42,2.8100000000000001,42,42,Average
Driver 2,44,4.25,20,20,Average
Driver: You Are The Wheelman,42,3.1499999999999999,11,11,Average
Driver's Edge,34,3.5299999999999998,21,21,Average
Driver's Eyes,42,4.6600000000000001,24,24,Average
Driving Force,34,3.5699999999999998,57,57,Average
Drol,44,4.6500000000000004,51,51,Average
Droplitz,37,3.75,44,44,Average
Dropzone,34,4.5499999999999998,60,60,Average
Drug Wars,44,3.2200000000000002,48,48,Average
Druid II: Enlightenment,37,2.6899999999999999,54,54,Average
Dual Assault,43,3.96,22,22,Average
Dual Orb II,39,3.8399999999999999,21,21,Average
Dual Orb: Seirei Tama Densetsu,36,3.9300000000000002,19,19,Average
Duck Hunt,44,3.6600000000000001,66,66,Average
Ducks Ahoy,37,4.3099999999999996,23,23,Average
Ducks Ahoy!,44,4,22,22,Average
Duel Masters Kaijudo Showdown,42,3.75,21,21,Average
Duel Masters Shadow of the Code,37,3.5299999999999998,21,21,Average
Duel: Test Drive 2,42,3.27,88,88,Average
Dugger,37,4.0499999999999998,54,54,Average
Duke Nukem - Manhattan,39,4.3399999999999999,24,24,Average
Duke Nukem 64,39,4.21,24,24,Average
Duke Nukem Advance,32,3.3999999999999999,18,18,Average
Duke Nukem: Zero Hour,41,3.25,23,23,Average
Dukes of Hazzard,37,3.6800000000000002,19,19,Average
Dukes of Hazzard: Return of the General Lee,41,3.5699999999999998,36,36,Average
Dungeon Adventure,40,3.4399999999999999,24,24,Average
Dungeon Defenders,39,4.7199999999999998,23,23,Average
Dungeon Hunter,42,4.3799999999999999,14,14,Average
Dungeon Maker: Hunting Ground,31,3.5299999999999998,21,21,Average
Dungeon Master,30,2.6299999999999999,63,63,Average
Dungeon Siege: Throne of Agony,42,4.0999999999999996,22,22,Average
DUNGEONS - Steam Special Edition,42,2.8999999999999999,23,23,Average
Dungeons & Dragons Daggerdale,40,4.2300000000000004,24,24,Average
Dungeons & Dragons: Eye of the Beholder,34,3.3799999999999999,21,21,Average
Dungeons & Dragons: Heroes,42,4.21,19,19,Average
Dungeons & Dragons: Warriors of the Eternal Sun,30,4.5599999999999996,21,21,Average
Dungeons of Daggorath,43,3.2400000000000002,22,22,Average
Dunjonquest: Morloc's Tower,35,4.8399999999999999,63,63,Average
Dunk Dream,42,3.48,23,23,Average
Dunk Kid's,38,3.2000000000000002,21,21,Average
Dust: An Elysian Tail,43,3.7000000000000002,26,26,Average
DW: Gundam 3,41,3.4199999999999999,24,24,Average
DW5 Empires,44,3.75,15,15,Average
DW6,39,5,20,20,Average
DW6 Empires,37,3.6800000000000002,12,12,Average
Dwarfs!?,42,3.6099999999999999,15,15,Average
Dylan Dog: Through the Looking Glass,43,3.5299999999999998,24,24,Average
Dynamic Country Club,36,3.3700000000000001,15,15,Average
Dynamic Golf / Virtua Golf,37,3.4500000000000002,23,23,Average
Dynamic Shooting,43,2.8599999999999999,16,16,Average
Dynamic Ski,34,3.6800000000000002,24,24,Average
Dynamite Baseball '97,41,2.8100000000000001,42,42,Average
Dynamite Baseball NAOMI,41,4.3399999999999999,21,21,Average
Dynamite Dan II,42,4.1200000000000001,18,18,Average
Dynamite Dan II: Dr. Blitzen and the Islands of Arcanum,40,5,23,23,Average
Dynamite Deka,41,3.5,48,48,Average
Dynamite Deka 2,34,3.1800000000000002,46,46,Average
Dynamite Duke,40,3.8700000000000001,40,40,Average
Dynamite Dux,40,4.1600000000000001,80,80,Average
Dynamite Düx,42,5,48,48,Average
Dynamite League,37,3.75,22,22,Average
DYNASTY WARRIORS 6,44,4.21,24,24,Average
Dynasty Warriors 7,38,3.3399999999999999,24,24,Average
Dynasty Wars,42,3.6600000000000001,26,26,Average
Dynowarz: Destruction of Spondylus,42,3.3399999999999999,25,25,Average
E. V. O.: Search for Eden,32,4.1600000000000001,21,21,Average
E.T. Phone Home,39,3.6800000000000002,23,23,Average
E4,43,4.0599999999999996,24,24,Average
EA Replay,33,4,22,22,Average
EA SPORTS,41,2.6800000000000002,22,22,Average
EA SPORTS Active 2,37,3.8199999999999998,15,15,Average
EA SPORTS Grand Slam® Tennis 2,40,3.1600000000000001,19,19,Average
EA SPORTS MMA,34,3.6099999999999999,23,23,Average
Eagle,40,3.52,22,22,Average
Eagle Fighter,36,3.9300000000000002,28,28,Average
Eagle One: Harrier Attack,39,4.1600000000000001,19,19,Average
Eagle Shot Golf,43,3.7999999999999998,22,22,Average
Earl Weaver Baseball,35,4.1600000000000001,38,38,Average
Earnest Evans,39,3.1800000000000002,23,23,Average
Earth 2140: Mission Pack,35,3.6000000000000001,22,22,Average
Earth Defender,39,4.3799999999999999,27,27,Average
EarthBound,44,3.5499999999999998,22,22,Average
EarthDefenseForce 2017,44,3,13,13,Average
Earthworm Jim,43,3.75,57,57,Average
Earthworm Jim Special Edition,39,4.0999999999999996,23,23,Average
Eat Lead,38,4.1900000000000004,20,20,Average
Eat the Whistle,43,3.8399999999999999,17,17,Average
Ecco 2: The Tides of Time,44,4.0300000000000002,23,23,Average
Ecco Jr.,40,4.3200000000000003,16,16,Average
Ecco the Dolphin,37,3.8900000000000001,48,48,Average
Echo Chrome,44,3.0800000000000001,20,20,Average
Eco Fighters,43,2.6899999999999999,21,21,Average
Eco Phantoms,38,3.5699999999999998,52,52,Average
Edd the Duck,39,3.8399999999999999,45,45,Average
Edward Grabowski's The Blue & The Gray,38,3.6600000000000001,21,21,Average
Eek! the Cat,35,4.25,24,24,Average
Eets,32,2.5,24,24,Average
Eets: Chowdown,41,3.2200000000000002,20,20,Average
Egbert,32,4.0899999999999999,25,25,Average
Egg Venture Deluxe,38,3.8399999999999999,18,18,Average
Eggerland Mystery,42,4.1600000000000001,24,24,Average
Eggomania,39,4.1399999999999997,12,12,Average
Egypt,42,4.3200000000000003,21,21,Average
Egypt 1156 B.C.: Tomb of the Pharaoh,44,2.6899999999999999,20,20,Average
Egypt II: The Heliopolis Prophecy,44,4.3899999999999997,25,25,Average
Eidolon,43,3.5699999999999998,40,40,Average
Eight Ball Action,40,3.7999999999999998,15,15,Average
Eight Man,42,2.7799999999999998,23,23,Average
Eighteen Wheeler: American Pro Trucker,38,4.04,36,36,Average
Eikou no Saint Andrews,42,4.2800000000000002,28,28,Average
Eishockey Manager,39,4.2400000000000002,20,20,Average
El Grande - 5 Card Draw,42,3.8399999999999999,25,25,Average
El Shaddai,33,3.8900000000000001,25,25,Average
Elder Scrolls III: Morrowind,43,4.2800000000000002,19,19,Average
Electric Company: Math Fun,42,4.5300000000000002,23,23,Average
Electric Company: Word Fun,33,3.4100000000000001,22,22,Average
Electric Crayon Deluxe: At the Zoo,41,2.7799999999999998,22,22,Average
Electric Crayon Deluxe: Dinosaurs Are Forever,38,4.3799999999999999,25,25,Average
Electric Crayon: This Land Is Your Land,36,3.4500000000000002,23,23,Average
Elektraglide,31,5,46,46,Average
Elemental Master,37,3.8399999999999999,19,19,Average
ElementsOfDestruction,41,3.3799999999999999,15,15,Average
Elephant Family,41,3.3999999999999999,18,18,Average
Elevator Action Returns,36,3.6800000000000002,14,14,Average
Eleven Beat,37,4.3499999999999996,21,21,Average
Eliminator,40,3.0600000000000001,138,138,Average
Eliminator Boat Duel,39,4.3399999999999999,23,23,Average
Eli's Ladder,42,4.4299999999999997,25,25,Average
Elitserien 95,41,3.1000000000000001,21,21,Average
Elitserien 96,40,3.9100000000000001,22,22,Average
Elmo's Number Journey,44,3.3399999999999999,18,18,Average
Eltale Monsters,41,4.0499999999999998,21,21,Average
Elven Legacy: Ranger,37,3.6400000000000001,12,12,Average
Elvira 2,39,4.1950000000000003,58,58,Average
Elvira II: The Jaws of Cerberus,42,3.2200000000000002,20,20,Average
Elvira: The Arcade Game,40,3.4399999999999999,54,54,Average
Elysion: Eien no Sanctuary,43,4,21,21,Average
Elysium,41,3.5099999999999998,13,13,Average
Emerald Dragon,35,3.27,44,44,Average
Emerald Mine,41,3.2400000000000002,24,24,Average
Emeraldia,41,4.2599999999999998,24,24,Average
Emergency 2012,43,3.5600000000000001,21,21,Average
Emilio Butragueño 2,40,3.8900000000000001,63,63,Average
Empire I: World Builders,39,3.96,23,23,Average
Empire II: Interstellar Sharks,40,3.7999999999999998,18,18,Average
Empire III: Armageddon,38,4.3200000000000003,20,20,Average
Empire Soccer 94,40,4,21,21,Average
Empire: Total War,38,3.1000000000000001,21,21,Average
Enchanter Trilogy,44,3.75,21,21,Average
Enclave,36,3.6800000000000002,21,21,Average
Encounter,35,3.9199999999999999,20,20,Average
Encounter!,37,4.6500000000000004,23,23,Average
Endgame,41,3.9100000000000001,24,24,Average
Enduro,44,3.75,38,38,Average
Enduro Racer,32,3.5,144,144,Average
Energie-Manager,42,4,20,20,Average
Energy Warrior + Molecule Man,38,2.8900000000000001,42,42,Average
Enforce,43,3.6800000000000002,18,18,Average
Engacho!,33,4,25,25,Average
Engineer Humpty,44,3.96,19,19,Average
England Championship Special,41,4.0999999999999996,46,46,Average
Enigma Force,37,3.7999999999999998,40,40,Average
ENSLAVED,42,4.3499999999999996,25,25,Average
Enter the Ninja,44,4.6500000000000004,24,24,Average
Entity,40,3.75,21,21,Average
Entombed,38,4,23,23,Average
Equites,31,4.1399999999999997,22,22,Average
Eragon,43,4.4400000000000004,72,72,Average
Ernie Els Golf,38,3.4500000000000002,17,17,Average
ES,39,4.3399999999999999,23,23,Average
Escape from Colditz,36,3.5699999999999998,20,20,Average
Escape from Monster Manor,42,3.8999999999999999,13,13,Average
Escape from Rungistan,41,3.6600000000000001,24,24,Average
Escape from the Planet of the Robot Monsters,37,4.04,96,96,Average
Escape from Traam,31,4.0800000000000001,50,50,Average
Escape from Zarcos,42,4.0599999999999996,8,8,Average
Escape MCP,42,3.75,40,40,Average
Eskimo Games,40,5,42,42,Average
EspGaluda,39,3.54,27,27,Average
Espial,39,4,69,69,Average
ESPN Extreme Games,35,4,20,20,Average
ESPN International Track & Field,41,3.75,44,44,Average
ESPN MLS GameNight,36,3.5699999999999998,20,20,Average
ESPN NBA 2K5,42,2.8100000000000001,42,42,Average
ESPN NBA 2Night,31,3.6800000000000002,22,22,Average
ESPN NBA 2Night 2002,44,3.71,19,19,Average
ESPN NBA Basketball,41,3.04,42,42,Average
ESPN NFL 2K5,33,2.96,46,46,Average
ESPN NHL 2K5,38,3.4399999999999999,40,40,Average
ESPN NHL Hockey,39,4.0999999999999996,40,40,Average
Essex,39,4,63,63,Average
E-SWAT: City Under Siege,42,3,25,25,Average
ET: QUAKE Wars,41,3.4100000000000001,24,24,Average
Eternal Champions: Challenge from the Dark Side,44,4,22,22,Average
Eternal Dagger,33,4.2800000000000002,46,46,Average
Eternal Darkness: Sanity's Requiem,32,3.7000000000000002,15,15,Average
Eternal Eyes,41,3.54,22,22,Average
Eternal Legend,43,2.96,20,20,Average
Eureka!,34,3.8100000000000001,20,20,Average
Euro Champ '92,38,4.2300000000000004,18,18,Average
Euro League,40,4.7199999999999998,23,23,Average
Euro Soccer,43,4.3399999999999999,23,23,Average
Europa 2002,44,3.54,24,24,Average
Europa 2002 Space,39,3.9399999999999999,22,22,Average
Europa Universalis III: Western - AD 1400 Spritepack,39,3.75,23,23,Average
European 2,40,4.1299999999999999,13,13,Average
European Champions,31,4.2800000000000002,44,44,Average
European Football Champ,41,4.3499999999999996,60,60,Average
Evander Holyfield's "Real Deal" Boxing,41,3.8399999999999999,22,22,Average
EVE Zero: Ark of the Matter,41,4.5700000000000003,44,44,Average
Eve: Burst Error,44,3.3399999999999999,20,20,Average
Ever17: The Out of Infinity,40,3.5600000000000001,30,30,Average
Everest Ascent,38,3,46,46,Average
Every Extend Extra,39,3.5,23,23,Average
Everyone's A Wally,43,4.5599999999999996,24,24,Average
Everyone's A Wally (The Life of Wally),36,4.0300000000000002,46,46,Average
Evidence: The Last Report,40,3.9100000000000001,26,26,Average
Evil Zone,38,4.3399999999999999,17,17,Average
Evolution,43,3.2400000000000002,52,52,Average
Evolution Soccer,36,2.8900000000000001,21,21,Average
Evolution Worlds,43,3.9100000000000001,21,21,Average
Evolution: Dino Dudes,39,4.0599999999999996,18,18,Average
Excalibur 2555 AD,40,3.2000000000000002,23,23,Average
Exciting Hour,42,4.2800000000000002,14,14,Average
Executioner,40,3.75,16,16,Average
Exed Exes,34,4,26,26,Average
Exerion,40,3.5099999999999998,69,69,Average
Exerion II: Zorni,44,3.3399999999999999,16,16,Average
Exile,39,3.7200000000000002,72,72,Average
Exit,41,3.8100000000000001,25,25,Average
Ex-Mutants,44,4,22,22,Average
Exodus,43,3.7000000000000002,13,13,Average
Exodus: Journey to the Promised Land,36,3.9700000000000002,44,44,Average
Exodus: The Last War,33,3.4900000000000002,18,18,Average
Exolon,38,4.2999999999999998,76,76,Average
Expedition Amazon,33,3.7999999999999998,20,20,Average
Exploration,39,3.3399999999999999,21,21,Average
Explorer,44,3.2200000000000002,19,19,Average
Explosion,42,3.2200000000000002,20,20,Average
Express Card / Top Card,41,3.8199999999999998,26,26,Average
Express Raider,36,3.75,63,63,Average
Extermination,41,3.75,21,21,Average
Extra Bases,39,3.7000000000000002,15,15,Average
Extra Inning,43,3.7799999999999998,19,19,Average
Extreme,35,3.7000000000000002,63,63,Average
Extreme Downhill,36,3.6099999999999999,21,21,Average
Extreme G,38,4.2800000000000002,22,22,Average
Extreme Ghostbusters,35,4.4400000000000004,22,22,Average
Extreme Ghostbusters: Code Ecto-1,44,4.5,20,20,Average
Extreme-G XG2,40,3.3399999999999999,23,23,Average
Eye of Horus,44,4.25,46,46,Average
Eye of the Beholder II: The Legend of Darkmoon,44,3.6000000000000001,23,23,Average
Eye of the Storm,38,3.7999999999999998,19,19,Average
F.E.A.R.,42,4.3399999999999999,27,27,Average
F1,31,4.7300000000000004,42,42,Average
F1 2000,41,3.75,21,21,Average
F1 2001,37,3.96,21,21,Average
F1 2002,39,3.2400000000000002,60,60,Average
F1 2010,35,4.2300000000000004,18,18,Average
F1 2012,39,3.0600000000000001,22,22,Average
F1 Championship Season 2000,42,4.8099999999999996,22,22,Average
F-1 Dream,30,4,19,19,Average
F1 Exhaust Note,43,3.5,23,23,Average
F-1 Grand Prix Star II,34,3.3399999999999999,22,22,Average
F1 Hero MD,40,4.1600000000000001,20,20,Average
F1 Pole Position 64,37,3.96,21,21,Average
F-1 Race,39,4.6600000000000001,20,20,Average
F1 Race Stars,34,2.8799999999999999,24,24,Average
F-1 Spirit: 3D Special,44,3.3399999999999999,17,17,Average
F1 Super Lap,33,3.8399999999999999,22,22,Average
F1 World Championship Edition,37,3.0600000000000001,42,42,Average
F1 World Grand Prix,41,3.96,34,34,Average
F-1 World Grand Prix,30,3.1800000000000002,18,18,Average
F1 World Grand Prix 2000,36,4.54,17,17,Average
F-117 Night Storm,36,4.6200000000000001,27,27,Average
F-15 City War,39,3.4100000000000001,21,21,Average
F-15 Strike Eagle,42,3.8399999999999999,20,20,Average
F-16 Combat Pilot,42,3.8100000000000001,92,92,Average
F17 Challenge,38,4.7599999999999998,21,21,Average
F-18 Thunder Strike,39,4.5800000000000001,8,8,Average
F-22 Interceptor,40,3.6200000000000001,27,27,Average
F355 Challenge,39,3.6200000000000001,22,22,Average
Fable III,37,4.3399999999999999,28,28,Average
Fable: The Lost Chapters,34,3.9100000000000001,20,20,Average
Face Off,42,3,22,22,Average
Face Off!,41,3.2000000000000002,18,18,Average
Faceball 2000,38,4.1600000000000001,42,42,Average
FaceBreaker,44,3.8700000000000001,19,19,Average
Face-Off,39,4.79,42,42,Average
Faces,37,2.2799999999999998,24,24,Average
Faery Tale Adventure: Book I,36,4.6600000000000001,21,21,Average
Faery: Legends of Avalon,43,3.8100000000000001,25,25,Average
Fahrenheit,41,4.3399999999999999,25,25,Average
Falcom Classics,43,3.8500000000000001,18,18,Average
Falcom Classics 2,42,3.2200000000000002,20,20,Average
Falcons,42,4.6900000000000004,26,26,Average
Falklands 82 - "The Empire Strikes Back",34,3.75,44,44,Average
Fall Guy,36,4.1600000000000001,21,21,Average
Fallen Angel,43,3.8399999999999999,72,72,Average
Fallout: New Vegas,43,2.0800000000000001,23,23,Average
Famicom Mini Vol. 02: Donkey Kong,39,3.5699999999999998,23,23,Average
Famicom Mini Vol. 03: Ice Climber,34,3.0600000000000001,25,25,Average
Famicom Mini Vol. 04: Excitebike,33,4.5800000000000001,21,21,Average
Famicom Mini Vol. 07: Xevious,40,3.7200000000000002,21,21,Average
Famicom Mini Vol. 11: Mario Bros.,34,4.2599999999999998,20,20,Average
Famicom Mini Vol. 13: Balloon Fight,38,4.7199999999999998,26,26,Average
Famicom Mini Vol. 16: Dig Dug,41,4.6500000000000004,25,25,Average
Famicom Mini Vol. 23: Metroid,43,3.4399999999999999,20,20,Average
Famicom Mini Vol. 25: The Legend of Zelda 2 - Link no Bouken,37,3.5,22,22,Average
Famicom Tantei Kurabu Part II: Ushiro ni Tatsu Shoujo,41,3.7000000000000002,23,23,Average
Family Circuit,41,4.0999999999999996,20,20,Average
Family Feud®,31,3.54,22,22,Average
Family Game Night,32,3.2000000000000002,25,25,Average
