GameName,Price,Rating,UserCounts,ConsoleCounts
Dungeons of Daggorath,43,3.2400000000000002,22,22
Dunjonquest: Morloc's Tower,35,4.8399999999999999,63,63
Dunjonquest: Temple of Apshai,49,3.4100000000000001,88,88
Dunjonquest: The Datestones of Ryn,53,3.6099999999999999,63,63
Dunjonquest: Upper Reaches of Apshai,58,3.3999999999999999,38,38
Dunk Dream,42,3.48,23,23
Dunk Dream '95,47,4.4000000000000004,19,19
Dunk Kid's,38,3.2000000000000002,21,21
Dunk Mania,46,4.3200000000000003,23,23
Dunk Shot,46,3.46,38,38
Dunkey Munkey,59,5,52,52
Dust: An Elysian Tail,43,3.7000000000000002,26,26
Dustin,46,3,36,36
Dusty Diamond's All-Star Softball,58,4.2000000000000002,14,14
DW: GUNDAM 2,52,3.8199999999999998,28,28
DW: Gundam 3,41,3.4199999999999999,24,24
DW: Strikeforce,49,3.5699999999999998,25,25
DW:GUNDAM,47,3.8599999999999999,16,16
DW5 Empires,44,3.75,15,15
DW6,39,5,20,20
DW6 Empires,37,3.6800000000000002,12,12
Dwarfs Den,52,3.04,23,23
Dwarfs!?,42,3.6099999999999999,15,15
Dyger,50,3.75,23,23
Dylan Dog: Gli Uccisori,48,3.8799999999999999,16,16
Dylan Dog: Through the Looking Glass,43,3.5299999999999998,24,24
Dynamic Country Club,36,3.3700000000000001,15,15
Dynamic Golf / Virtua Golf,37,3.4500000000000002,23,23
Dynamic Shooting,43,2.8599999999999999,16,16
Dynamic Ski,34,3.6800000000000002,24,24
Dynamite Baseball '97,41,2.8100000000000001,42,42
Dynamite Baseball '99,52,3.75,19,19
Dynamite Baseball NAOMI,41,4.3399999999999999,21,21
Dynamite Bowl,46,3.3399999999999999,44,44
Dynamite Cop,48,3.75,52,52
Dynamite Dan II,42,4.1200000000000001,18,18
Dynamite Dan II: Dr. Blitzen and the Islands of Arcanum,40,5,23,23
Dynamite Deka,41,3.5,48,48
Dynamite Deka 2,34,3.1800000000000002,46,46
Dynamite Duke,44.5,4.1399999999999997,45,45
Dynamite Dux,40,4.1600000000000001,80,80
Dynamite Düx,42,5,48,48
Dynamite League,37,3.75,22,22
DYNASTY WARRIORS 6,44,4.21,24,24
Dynasty Warriors 7,38,3.3399999999999999,24,24
Dynasty Wars,42,3.6600000000000001,26,26
Dynatech,51,3.6000000000000001,24,24
Dynowarz: Destruction of Spondylus,42,3.3399999999999999,25,25
E. T. Book Cart,46,3.96,24,24
E. V. O.: Search for Eden,32,4.1600000000000001,21,21
E.D.F. : Earth Defense Force,49,3.8100000000000001,20,20
E.T. Phone Home,39,3.6800000000000002,23,23
E.T. The Extra-Terrestrial,51,4.54,51,51
E.Y.E: Divine Cybermancy,50,4,26,26
E4,43,4.0599999999999996,24,24
EA Replay,33,4,22,22
EA SPORTS,41,2.6800000000000002,22,22
EA SPORTS Active 2,37,3.8199999999999998,15,15
EA Sports Double Header,45,3.2599999999999998,23,23
EA SPORTS FIFA Street,50,3.6000000000000001,15,15
EA SPORTS Grand Slam® Tennis 2,40,3.1600000000000001,19,19
EA SPORTS MMA,34,3.6099999999999999,23,23
Eagle,40,3.52,22,22
Eagle Fighter,36,3.9300000000000002,28,28
Eagle One: Harrier Attack,39,4.1600000000000001,19,19
Eagle Plan,50,4,16,16
Eagle Shot Golf,43,3.7999999999999998,22,22
Eagle's Rider,50,3.4900000000000002,75,75
Earl Weaver Baseball,35,4.1600000000000001,38,38
Earnest Evans,39,3.1800000000000002,23,23
Earth 2140,47,3.1800000000000002,18,18
Earth 2140: Mission Pack,35,3.6000000000000001,22,22
Earth 2160,57,3.3399999999999999,21,21
Earth Defender,39,4.3799999999999999,27,27
Earth Defense Force Battle Armor Weapon Chest,53,3.75,8,8
Earth Defense Force: IA,50,3.8599999999999999,23,23
Earth Defense Force: Insect Armageddon,46,3.5699999999999998,21,21
EarthBound,44,3.5499999999999998,22,22
EarthDefenseForce 2017,44,3,13,13
Earthquake San Francisco 1906,46,3.8900000000000001,48,48
Earthworm Jim,43,3.75,57,57
Earthworm Jim 2,47,3.8399999999999999,46,46
Earthworm Jim 3D,56,4.21,25,25
Earthworm Jim Special Edition,39,4.0999999999999996,23,23
Earthworm Jim: Menace 2 the Galaxy,55,3.96,11,11
EastEnders,46,4.4699999999999998,19,19
Easter Eggcitement,51,4.1299999999999999,16,16
Eat Lead,38,4.1900000000000004,20,20
Eat the Whistle,43,3.8399999999999999,17,17
Ecco 2: The Tides of Time,44,4.0300000000000002,23,23
Ecco Jr.,40,4.3200000000000003,16,16
Ecco the Dolphin,44.332999999999998,3.8799999999999999,48,48
Ecco the Dolphin: Defender of the Future,49,4.2000000000000002,52,52
Echelon,51,4.0700000000000003,84,84
Echo Chrome,44,3.0800000000000001,20,20
Ecks vs. Sever,51,4.2199999999999998,18,18
Eco,29,3.3399999999999999,32,32
Eco Fighters,43,2.6899999999999999,21,21
Eco Phantoms,38,3.5699999999999998,52,52
ECW Anarchy Rulz,49,3.3399999999999999,42,42
ECW Hardcore Revolution,63,3.3999999999999999,72,72
Edd the Duck,39,3.8399999999999999,45,45
Edd the Duck!,46,4.0899999999999999,52,52
Eddie Kidd Jump Challenge,47,3.8100000000000001,66,66
Eden Blues,57,3.7000000000000002,46,46
EDGE,51,4.0999999999999996,22,22
Edward Grabowski's The Blue & The Gray,38,3.6600000000000001,21,21
Eek! the Cat,35,4.25,24,24
Eets,32,2.5,24,24
Eets: Chowdown,41,3.2200000000000002,20,20
Egbert,32,4.0899999999999999,25,25
Egg Hunt,52,2.6600000000000001,23,23
Egg Venture,45,4.2999999999999998,21,21
Egg Venture Deluxe,38,3.8399999999999999,18,18
EGG: Elemental Gimmick Gear,55,3.6800000000000002,23,23
Eggerland 2,52,2.6200000000000001,15,15
Eggerland Mystery,42,4.1600000000000001,24,24
Eggomania,39,4.1399999999999997,12,12
Egypt,42,4.3200000000000003,21,21
Egypt 1156 B.C.: Tomb of the Pharaoh,44,2.6899999999999999,20,20
Egypt II: The Heliopolis Prophecy,44,4.3899999999999997,25,25
Eidolon,43,3.5699999999999998,40,40
Eight Ball Action,40,3.7999999999999998,15,15
Eight Forces,54,2.7999999999999998,25,25
Eight Man,42,2.7799999999999998,23,23
Eighteen Wheeler: American Pro Trucker,38,4.04,36,36
Eikou no Saint Andrews,42,4.2800000000000002,28,28
Eire Raising Adventures of Seamus O'Mally,61,3,25,25
Eishockey Manager,39,4.2400000000000002,20,20
El Capitán Trueno,49,4.3799999999999999,57,57
El Cid,45,4.5,75,75
El Descubrimiento de América,45,3.5699999999999998,21,21
El Grande - 5 Card Draw,42,3.8399999999999999,25,25
El Misterio del Nilo,57,2.7999999999999998,92,92
El Shaddai,33,3.8900000000000001,25,25
El Viento,57,3.3399999999999999,31,31
Elan Doreé,47,3.6400000000000001,21,21
Elder Scrolls III: Morrowind,43,4.2800000000000002,19,19
Electric Company: Math Fun,42,4.5300000000000002,23,23
Electric Company: Word Fun,33,3.4100000000000001,22,22
Electric Crayon Deluxe: At the Zoo,41,2.7799999999999998,22,22
Electric Crayon Deluxe: Dinosaurs Are Forever,38,4.3799999999999999,25,25
Electric Crayon Deluxe: Teenage Mutant Hero Turtles: World Tour,56,4.04,50,50
Electric Crayon: Fun on the Farm,47,3.5699999999999998,23,23
Electric Crayon: This Land Is Your Land,36,3.4500000000000002,23,23
Elektraglide,31,5,46,46
Elemental Gearbolt,45,3.0899999999999999,20,20
Elemental Master,37,3.8399999999999999,19,19
ElementsOfDestruction,41,3.3799999999999999,15,15
Elephant Family,41,3.3999999999999999,18,18
Elevator Action,50,3.8900000000000001,96,96
Elevator Action Old & New,45,3.3399999999999999,27,27
Elevator Action Returns,36,3.6800000000000002,14,14
Eleven Beat,37,4.3499999999999996,21,21
Elf,46,3.9399999999999999,44,44
Elfmania,54,4.2199999999999998,24,24
Eliminator,40,3.0600000000000001,138,138
Eliminator Boat Duel,39,4.3399999999999999,23,23
Eli's Ladder,42,4.4299999999999997,25,25
Elitserien 95,41,3.1000000000000001,21,21
Elitserien 96,40,3.9100000000000001,22,22
Elmo's Letter Adventure,48,3.2000000000000002,28,28
Elmo's Number Journey,44,3.3399999999999999,18,18
Eltale Monsters,41,4.0499999999999998,21,21
Elven Legacy: Ranger,37,3.6400000000000001,12,12
Elvira 2,39,4.1950000000000003,58,58
Elvira II: The Jaws of Cerberus,42,3.2200000000000002,20,20
Elvira: Mistress of the Dark,53,3.8199999999999998,58,58
Elvira: The Arcade Game,40,3.4399999999999999,54,54
Elysion: Eien no Sanctuary,43,4,21,21
Elysium,41,3.5099999999999998,13,13
Emerald City Confidential,29,4.2000000000000002,21,21
Emerald Dragon,35,3.27,44,44
Emerald Mine,41,3.2400000000000002,24,24
Emeraldia,41,4.2599999999999998,24,24
Emergency 2012,43,3.5600000000000001,21,21
Emergency Call Ambulance,66,3.3799999999999999,16,16
Emilio Butragueño 2,40,3.8900000000000001,63,63
Emilio Butragueño Fútbol,45,4.0899999999999999,60,60
Emilio Sanchez Vicario Grand Slam,49,4.2300000000000004,69,69
Emlyn Hughes International Soccer,49,4.21,84,84
Empire City: 1931,52,3.7200000000000002,57,57
Empire I: World Builders,39,3.96,23,23
Empire II: Interstellar Sharks,40,3.7999999999999998,18,18
Empire III: Armageddon,38,4.3200000000000003,20,20
Empire of Karn,53,4.2599999999999998,25,25
Empire Soccer 94,40,4,21,21
Empire: Total War,38,3.1000000000000001,21,21
Empire: Wargame of the Century,54,3,66,66
Enchanter,47,3.2799999999999998,92,92
Enchanter Trilogy,44,3.75,21,21
Enclave,36,3.6800000000000002,21,21
EnclevermentExperiment,55,3.8100000000000001,24,24
Encounter,35,3.9199999999999999,20,20
Encounter!,37,4.6500000000000004,23,23
Encyclopedia of War: Ancient Battles,50,3.27,63,63
Endgame,41,3.9100000000000001,24,24
Endurance,46,3,36,36
Enduro,44,3.75,38,38
Enduro Racer,38.5,3.7999999999999998,123,123
Enemy Zero,45,4.6900000000000004,17,17
Energie-Manager,42,4,20,20
Energy Warrior,45,4.0300000000000002,23,23
Energy Warrior + Molecule Man,38,2.8900000000000001,42,42
Enforce,43,3.6800000000000002,18,18
Engacho!,33,4,25,25
Engineer Humpty,44,3.96,19,19
England Championship Special,41,4.0999999999999996,46,46
Enigma Force,37,3.7999999999999998,40,40
Enigma II,46,3.75,26,26
ENSLAVED,42,4.3499999999999996,25,25
Enter the Matrix,52,3.96,78,78
Enter the Ninja,44,4.6500000000000004,24,24
Entity,40,3.75,21,21
Entombed,38,4,23,23
Epic,45,3.1800000000000002,50,50
Epyx Action,50,3.27,19,19
Equinox,51,3.6749999999999998,90,90
Equites,31,4.1399999999999997,22,22
Eragon,44,4.0949999999999998,66,66
Erika to Satoru no Yume Bouken,60,3.5699999999999998,21,21
Ernie Els Golf,38,3.4500000000000002,17,17
Erunaaku No Zaihou,53,4.4299999999999997,19,19
ES,39,4.3399999999999999,23,23
Escalador Loco,53,3.8199999999999998,23,23
Escape,45,4.21,26,26
Escape from Colditz,36,3.5699999999999998,20,20
Escape From CyberCity,51,3.6800000000000002,21,21
Escape from Monster Manor,42,3.8999999999999999,13,13
Escape from Rungistan,41,3.6600000000000001,24,24
Escape from the Mindmaster,29,3.3399999999999999,22,22
Escape from the Planet of the Robot Monsters,37,4.04,96,96
Escape from Traam,31,4.0800000000000001,50,50
Escape from Zarcos,42,4.0599999999999996,8,8
Escape Kids,50,3.6400000000000001,22,22
Escape MCP,45.5,3.75,39,39
Eskimo Games,40,5,42,42
ESP Ra.De.,45,2.29,23,23
Espada Sagrada,51,3.3399999999999999,46,46
EspGaluda,39,3.54,27,27
Espial,39,4,69,69
ESPN College Hoops 2K5,49,3.7000000000000002,34,34
ESPN Extreme Games,35,4,20,20
ESPN International Track & Field,41,3.75,44,44
ESPN International Winter Sports 2002,49,4.0700000000000003,21,21
ESPN MLS GameNight,36,3.5699999999999998,20,20
ESPN National Hockey Night,47,3.2599999999999998,20,20
ESPN NBA 2K5,42,2.8100000000000001,42,42
ESPN NBA 2Night,31,3.6800000000000002,22,22
ESPN NBA 2Night 2002,44,3.71,19,19
ESPN NBA Basketball,41,3.04,42,42
ESPN NFL 2K5,33,2.96,46,46
ESPN NFL Football,45,4.04,44,44
ESPN NFL Primetime 2002,48,2.1899999999999999,36,36
ESPN NHL 2K5,38,3.4399999999999999,40,40
ESPN NHL Hockey,39,4.0999999999999996,40,40
ESPN Winter X Games Snowboarding 2002,49,4.3799999999999999,20,20
Essex,39,4,63,63
E-SWAT: City Under Siege,42,3,25,25
E-SWAT: Cyber Police,56,3.1000000000000001,120,120
ET: QUAKE Wars,41,3.4100000000000001,24,24
Eternal Champions,45,4.7000000000000002,22,22
Eternal Champions: Challenge from the Dark Side,44,4,22,22
Eternal Dagger,33,4.2800000000000002,46,46
Eternal Darkness: Sanity's Requiem,32,3.7000000000000002,15,15
Eternal Eyes,41,3.54,22,22
Eternal Legend,43,2.96,20,20
Eternity's Child,46,3.8599999999999999,26,26
Eureka!,34,3.8100000000000001,20,20
Euro Champ '92,38,4.2300000000000004,18,18
Euro Jolly X5,49,3.8599999999999999,21,21
Euro League,40,4.7199999999999998,23,23
Euro Soccer,43,4.3399999999999999,23,23
Europa 2002,44,3.54,24,24
Europa 2002 Space,39,3.9399999999999999,22,22
Europa Universalis III Complete,46,4,22,22
Europa Universalis III: Western - AD 1400 Spritepack,39,3.75,23,23
European 2,40,4.1299999999999999,13,13
European Champions,31,4.2800000000000002,44,44
European Football Champ,41,4.3499999999999996,60,60
Evander Holyfield's "Real Deal" Boxing,41,3.8399999999999999,22,22
EVE Zero: Ark of the Matter,41,4.5700000000000003,44,44
Eve: Burst Error,44,3.3399999999999999,20,20
EVE: The Fatal Attraction,54,3.46,22,22
Eve: The Lost One,47,3.2599999999999998,15,15
Ever17: The Out of Infinity,40,3.5600000000000001,30,30
Everest Ascent,38,3,46,46
Every Extend Extra,39,3.5,23,23
Everyone's A Wally,43,4.5599999999999996,24,24
Everyone's A Wally (The Life of Wally),36,4.0300000000000002,46,46
Evidence: The Last Report,40,3.9100000000000001,26,26
Evil Eye,45,4.25,25,25
Evil Twin: Cyprien's Chronicles,46,4.2800000000000002,48,48
Evil Zone,38,4.3399999999999999,17,17
Evochron Mercenary,49,3.46,22,22
Evolution,43,3.2400000000000002,52,52
Evolution 2: Far off Promise,49,3.6800000000000002,19,19
Evolution Soccer,36,2.8900000000000001,21,21
Evolution Worlds,43,3.9100000000000001,21,21
Evolution: Dino Dudes,39,4.0599999999999996,18,18
Excalibur 2555 AD,40,3.2000000000000002,23,23
Excite Bike,48,3.5950000000000002,38,38
Excite Bike 64,45,3.8500000000000001,22,22
Excite League,48,3.4700000000000002,19,19
Exciting Hour,42,4.2800000000000002,14,14
Exciting Soccer,46,3.8100000000000001,24,24
Exciting Soccer II,45,4.1600000000000001,21,21
Exector,49,3.46,23,23
Executioner,40,3.75,16,16
Exed Exes,34,4,26,26
Exerion,40,3.5099999999999998,69,69
Exerion II: Zorni,44,3.3399999999999999,16,16
Exerizer,45,3.6600000000000001,20,20
Exhumed,49,3.4199999999999999,22,22
Exile,43.5,3.9399999999999999,86,86
Exit,45,3.8500000000000001,25,25
EXIT2,46,3.2000000000000002,25,25
Ex-Mutants,44,4,22,22
Exodus,43,3.7000000000000002,13,13
Exodus Guilty Neos,47,4.6600000000000001,25,25
Exodus: Journey to the Promised Land,36,3.9700000000000002,44,44
Exodus: The Last War,33,3.4900000000000002,18,18
Exolon,38,4.2999999999999998,76,76
Expedition Amazon,33,3.7999999999999998,20,20
Exploding Fist +,63,3.3399999999999999,26,26
Explora III: Sous Le Signe Du Serpent,46,2.7200000000000002,40,40
Exploration,39,3.3399999999999999,21,21
Explorer,44,3.2200000000000002,19,19
Explosion,42,3.2200000000000002,20,20
Express Card / Top Card,41,3.8199999999999998,26,26
Express Raider,36,3.75,63,63
Extermination,41,3.75,21,21
Exterminator,29,3.0800000000000001,105,105
Extra Bases,39,3.7000000000000002,15,15
Extra Inning,43,3.7799999999999998,19,19
Extreme,35,3.7000000000000002,63,63
Extreme Downhill,36,3.6099999999999999,21,21
Extreme G,38,4.2800000000000002,22,22
Extreme Ghostbusters,35,4.4400000000000004,22,22
Extreme Ghostbusters: Code Ecto-1,44,4.5,20,20
Extreme Skate Adventure,50,3.8399999999999999,66,66
Extreme-G XG2,40,3.3399999999999999,23,23
Exzisus,55,3.6200000000000001,21,21
Eye of Horus,44,4.25,46,46
Eye of the Beholder,45,3.5699999999999998,44,44
Eye of the Beholder II: The Legend of Darkmoon,44,3.6000000000000001,23,23
Eye of the Storm,38,3.7999999999999998,19,19
F.1 Manager,52,3.8900000000000001,48,48
F.E.A.R.,42,4.3399999999999999,27,27
F.E.A.R. 3,47,2.5,21,21
F/A,27,5,20,20
F1,31,4.7300000000000004,42,42
F1 2000,41,3.75,21,21
F1 2001,37,3.96,21,21
F1 2002,39,3.2400000000000002,60,60
F1 2010,35,4.2300000000000004,18,18
F1 2011,46,4.1600000000000001,17,17
F1 2012,39,3.0600000000000001,22,22
F1 Career Challenge,45,4.54,42,42
F1 Championship Season 2000,42,4.8099999999999996,22,22
F-1 Dream,30,4,19,19
F1 Exhaust Note,43,3.5,23,23
F-1 Grand Prix,45,3.8199999999999998,24,24
F1 Grand Prix Nakajima Satoru,53,4.7199999999999998,21,21
F-1 Grand Prix Star II,34,3.3399999999999999,22,22
F1 Hero MD,40,4.1600000000000001,20,20
F1 Live Information,49,2.8599999999999999,21,21
F1 Pole Position 64,37,3.96,21,21
F-1 Race,39,4.6600000000000001,20,20
F1 Race Stars,34,2.8799999999999999,24,24
F1 Racing Championship,62,4.4400000000000004,18,18
F-1 Spirit: 3D Special,44,3.3399999999999999,17,17
F-1 Spirit: The Road To Formula 1,48,4.0899999999999999,21,21
F1 Super Battle,47,3.1600000000000001,18,18
F1 Super Lap,33,3.8399999999999999,22,22
F1 World Championship Edition,37,3.0600000000000001,42,42
F1 World Grand Prix,41,3.96,34,34
F-1 World Grand Prix,30,3.1800000000000002,18,18
F1 World Grand Prix 2000,36,4.54,17,17
F-117 Night Storm,36,4.6200000000000001,27,27
F-15 City War,39,3.4100000000000001,21,21
F-15 Strike Eagle,42,3.8399999999999999,20,20
F-16 Combat Pilot,42,3.8100000000000001,92,92
F17 Challenge,38,4.7599999999999998,21,21
F-18 Thunder Strike,39,4.5800000000000001,8,8
F1ROC: Race of Champions,28,4.2800000000000002,17,17
F-22 Interceptor,40,3.6200000000000001,27,27
F355 Challenge,39,3.6200000000000001,22,22
Fable,50,3.04,21,21
Fable Heroes,53,3.6800000000000002,16,16
Fable III,37,4.3399999999999999,28,28
Fable: The Lost Chapters,34,3.9100000000000001,20,20
Fable® II Pub Games,45,3.75,20,20
Face Off,42,3,22,22
Face Off!,41,3.2000000000000002,18,18
Faceball 2000,38,4.1600000000000001,42,42
FaceBreaker,44,3.8700000000000001,19,19
Facemaker,47.5,4.2199999999999998,76,76
Face-Off,39,4.79,42,42
Faces,37,2.2799999999999998,24,24
Factory Panic,46,3.4700000000000002,22,22
Fade to Black,45,4.4000000000000004,24,24
Fading Shadows,46,3.6600000000000001,25,25
Faery Tale Adventure: Book I,36,4.6600000000000001,21,21
Faery: Legends of Avalon,43,3.8100000000000001,25,25
Fahrenheit,41,4.3399999999999999,25,25
Fahrenheit 451,58,3.3999999999999999,76,76
Fairy,59,3.54,14,14
Falcom Classics,43,3.8500000000000001,18,18
Falcom Classics 2,42,3.2200000000000002,20,20
Falcon,58,3.4300000000000002,40,40
Falcons,42,4.6900000000000004,26,26
Falcons Wild - Wild Card 1991,46,3.2599999999999998,16,16
Falcons Wild - World Wide Poker,59,2.7799999999999998,24,24
Falklands 82 - "The Empire Strikes Back",34,3.75,44,44
Fall Guy,36,4.1600000000000001,21,21
Fallen Angel,43,3.8399999999999999,72,72
Fallout: Brotherhood of Steel,53,4.1600000000000001,20,20
Fallout: New Vegas,43,2.0800000000000001,23,23
Famicom Mini Vol. 01: Super Mario Bros.,46,3.4199999999999999,25,25
Famicom Mini Vol. 02: Donkey Kong,39,3.5699999999999998,23,23
Famicom Mini Vol. 03: Ice Climber,34,3.0600000000000001,25,25
Famicom Mini Vol. 04: Excitebike,33,4.5800000000000001,21,21
Famicom Mini Vol. 06: Pac-Man,47,5,26,26
Famicom Mini Vol. 07: Xevious,40,3.7200000000000002,21,21
Famicom Mini Vol. 11: Mario Bros.,34,4.2599999999999998,20,20
Famicom Mini Vol. 12: Clu Clu Land,50,3.9399999999999999,19,19
Famicom Mini Vol. 13: Balloon Fight,38,4.7199999999999998,26,26
Famicom Mini Vol. 14: Wrecking Crew,48,3.4500000000000002,23,23
Famicom Mini Vol. 15: Dr. Mario,53,4.5999999999999996,18,18
Famicom Mini Vol. 16: Dig Dug,41,4.6500000000000004,25,25
Famicom Mini Vol. 20: Ganbare Goemon! Karakuri Douchuu,55,3.3399999999999999,27,27
Famicom Mini Vol. 21: Super Mario Bros. 2,47,4,15,15
Famicom Mini Vol. 23: Metroid,43,3.4399999999999999,20,20
Famicom Mini Vol. 25: The Legend of Zelda 2 - Link no Bouken,37,3.5,22,22
Famicom Tantei Kurabu Part II: Ushiro ni Tatsu Shoujo,41,3.7000000000000002,23,23
Famicom Wars,46,3.46,12,12
Family Boxing,47,3.6000000000000001,40,40
Family Circuit,41,4.0999999999999996,20,20
Family Feud,46,3.1000000000000001,44,44
Family Feud®,31,3.54,22,22
Family Game Night,32,3.2000000000000002,25,25
Family Guy,51,4.0599999999999996,17,17
Family Guy Video Game,45,4.1399999999999997,46,46
Famista 64,48,3.0800000000000001,23,23
Famous Courses of the World: Vol. II,47,2.96,23,23
Famous Five: Five on a Treasure Island,47,4.1900000000000004,54,54
Fantasia,45,4,27,27
Fantastic 4,42.5,3.4500000000000002,132,132
Fantastic Adventures of Dizzy,48,4.3799999999999999,57,57
Fantastic Four,55,4.3799999999999999,46,46
Fantastic Journey,38,3.3999999999999999,21,21
Fantastic Night Dreams: Cotton,43,3.9199999999999999,60,60
Fantastic Pets,51,2.9399999999999999,29,29
Fantastic Voyage,33,4.2800000000000002,21,21
Fantasy Manager: The Computer Game,43,4,22,22
Fantasy Wars,34,3.6099999999999999,23,23
Fantasy World Dizzy,33,4.0499999999999998,96,96
Fantasy Zone,46,3.2799999999999998,100,100
Fantasy Zone 2,55,3.2200000000000002,63,63
Fantasy Zone: The Maze,44,4.54,28,28
Fantazia,37,4,21,21
Far Cry 3,39,3.75,21,21
Far Cry: Instincts,42,3.0800000000000001,21,21
Far Cry: Instincts - Evolution,38,3.7999999999999998,20,20
Far Cry® 2,49,4.6900000000000004,21,21
Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den,43,4.2800000000000002,23,23
Far the Earth no Jakoutei: Neo Metal Fantasy,36,3.6099999999999999,20,20
Faria: A World of Mystery and Danger,42,3.1800000000000002,21,21
Farland Saga,40,2.8599999999999999,23,23
Farland Saga: Toki no Michishirube,50,3.1200000000000001,20,20
Farland Story,43,4.2400000000000002,44,44
Farland Story 2,49,4.3899999999999997,21,21
Fashion,31,4.21,19,19
Fashion Gambler,41,3.48,20,20
Fast Break,42,4.6200000000000001,18,18
Fast Draw Showdown v1.3,42,4.1600000000000001,21,21
Fast Eddie,44,4.6299999999999999,24,24
Fast Food,41,3.4100000000000001,78,78
Fast Food Dizzy,43,2.5800000000000001,24,24
Faster Than Speed,43,3.75,24,24
Fastest Lap,40,3.5,23,23
Fat Worm Blows A Sparky,52,4.6600000000000001,21,21
Fatal Craft,50,3.6400000000000001,20,20
Fatal Fury,31,3.7999999999999998,25,25
Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai,45,4.3099999999999996,25,25
Fatal Fury 2,31,4.2800000000000002,19,19
Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai,33,4.3499999999999996,23,23
Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai,33,3.3399999999999999,44,44
Fatal Fury 3: Road to the Final Victory!,42,3.7000000000000002,22,22
Fatal Fury Special,43,3.6349999999999998,42,42
Fatal Fury Special / Garou Densetsu Special,41,4.3399999999999999,34,34
Fatal Fury: Mark of the Wolves,55,4.0599999999999996,69,69
Fatal Fury: Wild Ambition,46,3.6000000000000001,40,40
Fatal Inertia,50,5,22,22
Fatal Labyrinth,36,4.7000000000000002,20,20
Fatal Run,35,4.1600000000000001,21,21
Fatale,41,4,25,25
Fate of the World,42,3.1000000000000001,23,23
Fate: Gates of Dawn,32,3.8300000000000001,36,36
Fathom,62,4.4000000000000004,88,88
Fatman: The Caped Consumer,48,3.6600000000000001,27,27
Fatsy Gambler,44,3.1499999999999999,15,15
Fatty Bear's Birthday Surprise,30,4.0499999999999998,44,44
Fatty Bear's Fun Pack,41,3.3300000000000001,48,48
Faxanadu,41,3.96,21,21
FC Instincts Predator,43,4,26,26
Fear Effect,35,3.48,23,23
Fear Effect 2: Retro Helix,41,3.7000000000000002,21,21
Fears,33,2.6899999999999999,22,22
Feeble Files,43,4.0499999999999998,38,38
Feedback,43,3.0600000000000001,21,21
Feeding Frenzy,40,3.3399999999999999,24,24
Feeding Frenzy 2,37,3.6800000000000002,26,26
Feet of Fury,45,4.7300000000000004,12,12
Felix in the Factory,32,4.21,26,26
Felix the Cat,52,3.54,23,23
Fellowship of the Ring,35,4,19,19
Feng Shen Bang,34,3.5699999999999998,20,20
Fengshen Yingjiezhuan,45,4.2800000000000002,21,21
Fenix,38,3.3399999999999999,21,21
Férias Frustradas do Pica-Pau,56,3.8100000000000001,16,16
Fernandez Must Die,46,4,80,80
Fernando Martin Basket Master,57,4.5,32,32
Fernando Martín Basket Master,46,3.96,46,46
Fernando Martin Executive,44,3.7000000000000002,18,18
Ferrari - Grand Prix Challenge,33,3.4900000000000002,18,18
Ferrari F335 2: International Course Edition Twin,37,3.1000000000000001,19,19
Ferrari F335 Challenge,43,4.1600000000000001,23,23
Ferrari F355 Challenge,40,3.9700000000000002,21,21
Ferrari F355 Challenge 2,45,3.79,19,19
Ferrari Formula One,38,3.9199999999999999,34,34
Fetiche Maya,41,3.6600000000000001,40,40
Feud,46,3.75,90,90
Fever Pitch Soccer,42,3.5499999999999998,16,16
Fever Soccer,33,3.8700000000000001,21,21
Fever SOS,23,3.6200000000000001,22,22
Fez,52,4.2800000000000002,23,23
Field & Stream T.O.C.,46,2.3100000000000001,16,16
Field Combat,56,3.79,21,21
Field Commander,39,4.5199999999999996,13,13
Field Day,42,4.2199999999999998,22,22
Field Goal,51,3.2400000000000002,25,25
Field of Fire,39,4.0599999999999996,54,54
Fields of Glory,36,4.4400000000000004,21,21
Fiendish Freddy's Big Top O' Fun,40,3.4399999999999999,100,100
FIFA,44,3.54,20,20
FIFA 06 RTFWC,49,4.0300000000000002,15,15
FIFA 07,46,3.75,19,19
FIFA 08,35,4.5999999999999996,22,22
FIFA 09,45,3.8399999999999999,23,23
FIFA 10,39,3.2799999999999998,23,23
FIFA 12,29,4.3499999999999996,21,21
FIFA 2000: Major League Soccer,44,3.8199999999999998,24,24
FIFA 2001,48,3.54,22,22
FIFA 2002,36,3.52,20,20
FIFA 2003,47,3.9300000000000002,42,42
FIFA 2004,34,4.46,44,44
FIFA 2005,39,3.4399999999999999,34,34
FIFA 6,43,4,54,54
FIFA 64,38,3.8599999999999999,19,19
FIFA 7,34,3.71,60,60
FIFA 8,50,4.0599999999999996,23,23
FIFA 95,27,2.7200000000000002,23,23
FIFA 96,55,3.3399999999999999,16,16
FIFA 97,37,4.3200000000000003,44,44
FIFA 97: Gold Edition,31,3.5499999999999998,16,16
FIFA 98: Road to World Cup,45,4.6200000000000001,69,69
FIFA 99,45,2.3599999999999999,46,46
FIFA International Soccer,43,3.6600000000000001,80,80
